K=4;
N=40;
P=[173 153 1491 565];
R=[26 21 40 28];
A=[2 2 6 5];
C=[58 45 38 34];
M=[
  [0 45 43 44 50 24 50 50 30 26 34 26 23 30 50 32 50 26 40 50 50 35 50 31 50 50 28 50 42 26 9 41 22 50 50 50 50 34 50 50]
  [45 0 50 50 50 43 50 50 50 41 50 45 50 50 50 31 50 50 50 50 50 50 50 14 50 43 50 50 50 50 50 50 28 50 50 50 50 50 50 12]
  [43 50 0 28 27 50 50 50 50 50 50 50 21 50 20 50 23 29 50 50 24 50 22 50 46 36 50 48 41 50 40 12 50 50 42 18 17 50 50 50]
  [44 50 28 0 44 50 26 28 34 50 50 50 26 50 48 50 41 17 50 30 35 50 44 50 19 50 50 20 15 48 36 39 50 33 15 17 32 33 28 50]
  [50 50 27 44 0 50 50 50 50 50 50 50 47 50 23 50 4 50 50 50 11 50 7 50 50 46 50 50 50 50 50 32 50 50 50 28 12 50 50 50]
  [24 43 50 50 50 0 50 50 44 3 28 3 46 30 50 15 50 49 37 50 50 34 50 33 50 50 12 50 50 31 31 50 16 50 50 50 50 48 50 50]
  [50 50 50 26 50 50 0 2 47 50 50 50 50 50 50 50 50 41 50 20 48 50 50 50 16 50 50 9 25 50 50 50 50 33 12 35 49 44 6 50]
  [50 50 50 28 50 50 2 0 47 50 50 50 50 50 50 50 50 42 50 20 50 50 50 50 17 50 50 10 26 50 50 50 50 33 14 37 50 44 5 50]
  [30 50 50 34 50 44 47 47 0 47 30 45 34 21 50 50 50 23 28 32 50 24 50 50 31 50 38 37 23 16 22 50 50 20 36 49 50 4 44 50]
  [26 41 50 50 50 3 50 50 47 0 31 4 48 33 50 12 50 50 40 50 50 37 50 32 50 50 15 50 50 34 33 50 15 50 50 50 50 50 50 48]
  [34 50 50 50 50 28 50 50 30 31 0 27 50 9 50 43 50 47 9 50 50 7 50 50 50 50 17 50 50 14 33 50 42 46 50 50 50 32 50 50]
  [26 45 50 50 50 3 50 50 45 4 27 0 49 30 50 16 50 50 36 50 50 33 50 36 50 50 10 50 50 31 33 50 19 50 50 50 50 49 50 50]
  [23 50 21 26 47 46 50 50 34 48 50 49 0 45 37 50 43 14 50 50 43 50 43 42 41 43 50 45 32 40 19 23 41 47 40 29 36 36 50 50]
  [30 50 50 50 50 30 50 50 21 33 9 30 45 0 50 45 50 39 11 50 50 6 50 50 50 50 21 50 43 6 27 50 42 38 50 50 50 24 50 50]
