K=8;
N=150;
P=[632 483 201 603 589 132 562 187];
R=[36 32 28 37 36 17 28 30];
A=[5 3 3 5 5 2 5 2];
C=[50 36 68 37 36 33 32 71];
M=[
  [0 33 31 50 50 50 50 50 44 50 50 22 50 50 50 50 50 50 50 45 50 50 50 39 50 33 50 50 50 50 50 25 50 50 50 50 50 50 50 50 42 14 50 50 50 50 32 50 50 50 50 50 50 50 50 11 50 50 17 50 50 50 50 50 50 50 50 50 50 50 50 50 14 50 39 50 50 50 37 50 22 50 50 50 50 50 50 25 50 50 50 50 50 50 50 50 50 50 36 50 50 50 50 50 50 45 40 50 50 50 50 29 50 50 50 50 50 50 40 50 50 50 37 50 50 50 50 50 50 50 50 50 50 50 27 50 50 50 50 50 50 50 29 50 50 50 50 50 50 50]
  [33 0 50 50 50 50 50 50 50 50 50 31 50 50 50 50 50 50 50 11 50 46 50 50 50 3 50 50 50 50 50 48 37 50 50 50 50 50 50 50 15 47 50 50 50 50 50 50 50 50 50 50 50 50 50 41 50 50 45 50 50 50 50 50 50 50 50 50 50 50 50 50 28 50 44 50 50 50 32 50 28 50 50 50 50 50 50 8 50 50 50 50 50 50 50 50 36 50 8 50 50 50 50 50 50 50 35 50 50 50 50 10 50 50 36 50 50 50 16 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 39 50 50 50 50 50 50 22 50 50 50 50 50 50 50]
  [31 50 0 50 50 50 50 50 31 50 50 25 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 7 50 50 50 50 50 50 50 50 50 26 50 50 50 50 1 50 50 50 50 50 50 50 50 37 50 50 14 50 50 50 50 50 50 50 50 50 50 50 50 50 27 50 50 50 50 50 36 50 50 50 50 50 50 50 50 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 40 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 40 50 50 50 50 50 50 50 50 5 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50]
  [50 50 50 0 50 2 50 50 50 50 50 50 50 50 50 50 50 50 50 46 50 48 50 50 50 50 50 43 50 50 50 50 25 50 50 50 50 50 50 50 43 50 50 50 50 50 50 50 50 50 50 50 50 24 50 50 50 19 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 45 50 50 50 50 50 50 50 32 50 50 2 39 40 50 50 50 50 50 50 40 50 50 50 50 50 38 50 50 50 50 50 50 50 50 50 16 50 50 50 50 50 50 50 50 50 50 33 50 50 50 50 50 50 50 50 50 43 50 50 50 50]
  [50 50 50 50 0 50 50 50 50 8 50 50 44 50 23 50 50 50 50 50 50 50 37 50 50 50 50 50 16 50 50 50 50 50 50 46 50 50 50 21 50 50 50 39 50 50 50 18 50 50 28 50 50 50 50 50 50 50 50 50 47 15 37 30 50 50 39 42 50 50 47 49 50 50 50 50 50 34 50 50 50 50 49 50 50 50 50 50 50 50 50 50 50 26 42 34 50 50 50 50 50 50 50 38 20 50 50 40 50 50 50 50 50 42 50 50 50 22 50 50 37 50 50 19 50 50 50 41 50 28 16 37 50 9 50 50 50 31 50 24 50 20 50 50 50 50 5 50 50 50]
  [50 50 50 2 50 0 50 50 50 50 50 50 50 50 50 50 50 50 50 45 50 48 50 50 50 50 50 44 50 50 50 50 23 50 50 50 50 50 50 50 42 50 50 50 50 50 50 50 50 50 50 50 50 23 50 50 50 21 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 47 50 50 50 50 50 50 50 50 50 50 50 50 50 50 43 50 50 50 50 50 50 50 30 50 48 2 37 40 50 50 50 50 50 50 38 50 50 50 50 50 36 50 50 50 50 50 50 50 50 50 14 50 50 50 50 50 50 50 50 50 50 31 50 50 50 50 50 50 50 50 50 43 50 50 50 50]
  [50 50 50 50 50 50 0 50 50 50 50 50 50 50 50 50 50 50 11 50 45 50 50 50 20 50 22 50 50 50 50 50 50 50 50 50 50 31 43 50 50 50 36 50 50 50 50 50 47 50 50 50 50 50 23 50 31 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 35 5 50 50 50 50 50 50 50 50 50 50 50 17 50 50 50 50 50 50 50 14 50 47 50 50 50 50 50 50 50 50 50 50 50 50 50 7 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 39 50]
  [50 50 50 50 50 50 50 0 50 50 50 50 45 46 50 50 47 49 50 50 35 50 32 50 50 50 50 50 50 20 10 50 50 50 20 50 40 43 50 50 50 50 50 50 50 50 50 50 27 45 50 12 14 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 39 50 22 50 50 44 50 47 50 50 50 50 50 39 32 17 50 50 32 50 48 40 50 50 43 50 50 50 50 47 50 50 50 50 50 50 50 50 50 50 50 49 50 50 35 44 50 25 50 50 50 50 31 50 50 49 50 50 50 27 43 50 50 50 44 50 50 50 50 50 22 50 50 50 50 41 50 50 50 23 50 50]
  [44 50 31 50 50 50 50 50 0 50 42 50 50 50 50 37 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 35 50 50 50 50 50 50 50 50 50 31 50 50 50 50 31 50 50 50 50 50 50 50 50 42 50 50 33 50 50 50 50 50 23 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 35 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 12 50 50 50 50 50 50 50 50 50 50 50 50 50 35 50 50 50 50 50 9 50 50 50 50 50 50 50 50 34 50 20 50 50 50 20 50 50 50 50 50 50 50 50 21]
  [50 50 50 50 8 50 50 50 50 0 50 50 41 50 28 50 50 50 50 50 50 50 30 50 50 50 50 50 9 50 50 50 50 50 50 50 50 50 50 17 50 50 50 44 50 50 50 22 50 50 26 50 49 50 50 50 50 50 50 48 45 8 43 38 50 50 38 40 50 50 39 47 50 50 50 50 50 41 50 50 50 50 44 50 50 50 50 50 50 50 50 50 50 33 50 37 50 50 50 50 50 50 50 46 27 50 50 37 50 50 50 50 50 38 50 50 50 18 50 50 30 50 50 12 50 50 50 34 50 35 12 36 50 7 50 50 50 37 50 32 50 21 50 49 50 50 10 50 50 50]
