K=5;
N=80;
P=[558 171 554 510 203];
R=[40 23 30 33 29];
A=[3 3 5 3 3];
C=[42 48 39 40 57];
M=[
  [0 50 18 28 50 50 27 50 50 22 50 50 30 50 50 36 50 50 50 50 50 50 50 50 29 50 39 50 50 50 50 50 50 50 50 50 50 50 50 48 19 50 50 50 50 50 50 27 50 50 16 50 40 50 50 50 50 48 21 50 50 50 50 50 50 50 50 50 50 50 38 50 50 50 50 50 50 50 50 50]
  [50 0 50 50 22 25 50 41 50 50 50 13 50 50 22 50 50 50 33 50 50 50 22 50 50 5 50 50 50 50 50 47 50 50 50 50 50 50 50 50 50 28 50 50 41 50 50 50 37 50 50 36 50 46 10 11 49 50 50 50 50 50 50 50 39 50 50 46 29 37 50 50 34 50 13 50 50 7 50 50]
  [18 50 0 13 50 50 40 50 50 39 50 50 21 50 50 50 50 50 50 50 39 50 50 50 36 50 50 50 50 50 50 49 50 50 50 50 50 50 50 41 16 50 50 50 50 50 50 44 50 42 34 50 50 50 50 50 50 50 24 50 50 43 50 50 50 49 47 50 50 50 30 50 50 50 50 50 42 50 50 50]
  [28 50 13 0 50 50 42 50 50 45 50 50 11 50 50 50 50 50 47 50 32 50 50 50 34 50 50 50 50 50 50 39 50 50 50 50 50 50 44 29 14 50 50 50 50 50 50 50 50 33 42 50 50 50 50 50 50 50 23 50 50 34 50 50 50 40 37 50 50 50 18 50 50 50 50 50 30 50 50 50]
  [50 22 50 50 0 3 50 50 50 50 50 14 50 50 44 50 50 50 32 50 49 50 6 50 50 18 50 50 50 50 50 37 50 50 50 50 50 50 38 50 50 29 50 50 20 50 50 50 50 46 50 50 50 25 18 30 50 50 50 50 50 43 50 50 48 39 50 25 45 50 50 50 50 50 17 50 50 15 50 50]
  [50 25 50 50 3 0 50 50 50 50 50 17 50 50 47 50 50 50 34 50 49 50 8 50 50 21 50 50 50 50 50 37 50 50 50 50 50 50 37 50 50 32 50 50 17 50 50 50 50 46 50 50 50 23 20 33 50 50 50 50 50 43 50 50 50 38 50 22 49 50 50 50 50 50 19 50 50 18 50 50]
  [27 50 40 42 50 50 0 50 50 12 50 50 36 46 50 13 50 50 50 46 50 50 50 50 13 50 13 50 39 30 50 50 50 50 50 50 50 50 50 44 27 50 50 50 50 50 50 17 50 50 21 50 15 50 50 50 50 21 19 50 50 50 50 50 50 50 40 50 50 50 40 50 50 50 50 50 50 50 50 36]
  [50 41 50 50 50 50 50 0 39 50 50 49 50 50 24 50 50 25 50 50 50 50 50 50 50 44 50 50 50 50 50 50 50 44 32 50 50 50 50 50 50 49 49 50 50 31 47 50 26 50 50 17 50 50 50 32 8 50 50 50 40 50 50 50 39 50 50 50 22 20 50 34 14 50 50 50 50 47 49 50]
  [50 50 50 50 50 50 50 39 0 50 50 50 50 50 50 50 50 35 50 50 50 50 50 50 50 50 50 18 50 50 47 50 41 13 14 50 50 39 50 50 50 50 50 50 50 23 14 50 50 50 50 50 50 50 50 50 32 50 50 50 17 50 28 50 50 50 50 50 50 50 50 50 50 37 50 48 50 50 34 50]
  [22 50 39 45 50 50 12 50 50 0 50 50 41 50 50 14 50 50 50 50 50 50 50 50 24 50 21 50 48 41 50 50 50 50 50 50 50 50 50 50 31 50 50 50 50 50 50 7 50 50 10 50 18 50 50 50 50 29 25 50 50 50 50 50 50 50 50 50 50 50 47 50 50 50 50 50 50 50 50 46]
  [50 50 50 50 50 50 50 50 50 50 0 50 50 42 50 50 15 50 50 44 50 17 50 8 50 50 50 50 50 50 20 50 30 50 50 25 7 34 50 50 50 50 50 15 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 29 50 50 45 50 50 50 50 50 50 50 50 50 50 50 50 33 50 50 39 50]
  [50 13 50 50 14 17 50 49 50 50 50 0 50 50 34 50 50 50 23 50 49 50 11 50 50 8 50 50 50 50 50 35 50 50 50 50 50 50 40 50 50 19 50 50 32 50 50 50 49 45 50 40 50 35 16 18 50 50 50 50 50 41 50 50 35 39 50 38 32 49 50 50 39 50 18 50 50 6 50 50]
  [30 50 21 11 50 50 36 50 50 41 50 50 0 50 50 48 50 50 46 50 39 50 50 50 25 50 45 50 50 50 50 43 50 50 50 50 50 50 50 19 11 50 41 50 50 50 50 48 50 40 42 50 50 50 50 50 50 50 17 50 50 39 50 50 46 46 26 50 50 50 9 50 50 50 50 50 22 50 50 50]
  [50 50 50 50 50 50 46 50 50 50 42 50 50 0 50 45 45 50 50 18 50 50 50 43 44 50 35 50 12 16 50 50 50 50 50 50 45 50 50 50 50 50 50 34 50 50 50 50 50 50 50 50 42 50 50 50 50 29 50 13 50 50 50 44 50 50 46 50 50 50 50 50 50 50 50 42 50 50 50 10]
