K=4;
N=40;
P=[540 201 527 171];
R=[40 29 26 24];
A=[3 3 5 2];
C=[56 56 35 47];
M=[
  [0 50 27 35 50 50 50 26 50 50 44 39 50 50 50 50 24 31 50 36 12 25 47 7 18 22 50 50 22 36 44 29 26 40 50 50 7 37 10 24]
  [50 0 50 32 34 21 46 42 11 50 50 36 33 31 40 50 48 50 29 50 50 50 36 50 50 50 50 21 50 50 50 39 50 47 50 6 50 48 50 44]
  [27 50 0 27 50 50 50 17 50 46 50 42 50 50 50 49 34 7 50 21 39 50 50 27 39 5 50 50 28 50 17 17 50 50 37 50 33 11 17 28]
  [35 32 27 0 50 39 47 11 33 50 38 18 50 50 50 50 20 34 37 48 41 50 26 30 50 28 50 38 49 38 37 10 45 29 50 33 37 27 32 14]
  [50 34 50 50 0 49 50 50 42 50 50 50 20 4 50 50 50 50 50 50 50 50 50 50 50 50 50 27 50 50 50 50 50 50 50 30 50 50 50 50]
  [50 21 50 39 49 0 27 50 10 50 44 33 50 46 19 50 48 50 10 50 50 50 27 50 50 50 35 42 50 50 50 49 50 39 50 27 50 50 50 47]
  [50 46 50 47 50 27 0 50 35 50 27 31 50 50 18 50 44 50 17 50 50 50 22 50 50 50 8 50 50 37 50 50 50 28 50 50 50 50 50 47]
  [26 42 17 11 50 50 50 0 44 50 42 25 50 50 50 50 19 24 48 37 34 50 34 21 43 17 50 45 38 39 30 4 41 34 49 43 28 20 21 12]
  [50 11 50 33 42 10 35 44 0 50 47 32 44 39 29 50 46 50 18 50 50 50 29 50 50 50 43 32 50 50 50 42 50 41 50 17 50 50 50 43]
  [50 50 46 50 50 50 50 50 50 0 50 50 49 50 50 18 50 42 50 44 50 50 50 50 50 50 50 49 50 50 29 50 50 50 9 50 50 37 50 50]
  [44 50 50 38 50 44 27 42 47 50 0 21 50 50 43 50 24 50 35 50 39 50 18 38 50 50 29 50 50 11 50 45 29 9 50 50 40 50 50 30]
  [39 36 42 18 50 33 31 25 32 50 21 0 50 50 41 50 15 49 26 50 40 50 9 32 50 41 37 50 50 24 50 27 37 12 50 41 37 45 40 16]
  [50 33 50 50 20 50 50 50 44 49 50 50 0 21 50 31 50 50 50 50 50 50 50 50 50 50 50 15 50 50 50 50 50 50 50 27 50 50 50 50]
  [50 31 50 50 4 46 50 50 39 50 50 50 21 0 50 50 50 50 50 50 50 50 50 50 50 50 50 27 50 50 50 50 50 50 50 28 50 50 50 50]
  [50 40 50 50 50 19 18 50 29 50 43 41 50 50 0 50 50 50 16 50 50 50 32 50 50 50 22 50 50 50 50 50 50 42 50 46 50 50 50 50]
