K=8;
N=150;
P=[1490 563 195 193 166 157 518 516];
R=[45 41 27 28 22 17 29 28];
A=[6 3 3 3 3 3 4 4];
C=[37 54 48 55 54 34 33 41];
M=[
  [0 50 50 50 26 29 50 50 50 50 50 50 50 50 50 49 50 50 50 50 50 39 50 50 50 50 50 50 50 50 50 50 50 50 50 50 39 50 50 50 50 50 50 4 50 50 50 50 50 50 50 50 50 37 50 50 50 29 50 50 50 50 50 50 50 28 50 50 50 50 50 43 50 23 50 50 50 50 50 50 43 12 50 50 50 50 50 50 50 50 50 46 50 37 50 50 3 50 50 29 50 49 50 50 50 36 50 50 50 50 50 50 50 50 50 50 50 42 50 50 50 38 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 46 48 50]
  [50 0 50 50 50 49 50 50 50 50 50 50 50 50 50 6 50 50 42 50 29 50 50 50 42 7 50 50 50 50 50 50 50 50 50 50 50 50 32 50 50 50 50 50 50 50 50 47 50 29 50 50 50 34 50 8 25 46 50 50 50 36 50 50 50 46 38 50 50 16 50 21 50 49 50 50 50 50 50 50 50 50 50 50 36 50 50 50 50 50 50 50 50 19 50 50 50 50 20 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 41 50 50 35 50 50 50 23 50 50 50 50 50 50 23 50 50 45 50 50 50 50 50 50 27 50 50 50 50 50 50 50]
  [50 50 0 50 50 50 50 50 50 50 50 50 50 50 28 50 50 50 50 50 50 50 50 50 50 50 50 50 44 50 50 50 30 50 35 50 50 50 50 50 50 50 36 50 35 50 50 50 50 50 48 50 50 50 29 50 50 50 50 50 50 50 50 12 32 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 9 15 50 50 50 50 50 16 50 50 46 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 39 50 48 50 50 50 50 50 28 50 50 27 50 50 50 12 50 50 50 50 50 50 50 50 49 50 50 20 40 50 50 50 20 50 50 50 50 50]
  [50 50 50 0 50 50 50 50 50 50 50 50 50 50 50 50 16 26 50 50 50 50 50 50 50 50 50 50 26 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 34 50 50 45 50 37 23 12 50 41 50 50 50 50 50 50 50 50 23 50 50 46 50 50 50 50 50 50 50 50 50 50 50 50 50 43 50 50 50 50 50 50 50 50 50 50 50 32 40 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 45 50 50 50 50 50 40 50 50 50 50 50 50 50 29 50 50 42 50 50 50 29 50 50 50 32 50 50 50 50 50 50 50 50 50]
  [26 50 50 50 0 33 50 46 50 37 50 50 50 50 50 50 50 50 50 50 50 21 50 33 50 50 50 50 50 50 50 50 50 47 50 42 35 50 50 50 50 48 50 21 50 50 50 50 44 50 50 50 50 50 50 50 50 36 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 47 50 50 50 50 45 50 25 25 50 50 50 50 50 50 50 50 50 50 50 50 50 34 28 50 50 5 50 44 50 50 50 30 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 46 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 47 50 39 43 50]
  [29 49 50 50 33 0 50 50 50 50 50 50 50 50 50 43 50 50 50 50 50 50 50 50 50 45 50 50 50 50 50 50 50 50 50 50 50 49 50 50 50 50 50 28 50 37 50 50 50 50 50 50 50 50 50 50 50 3 50 50 50 50 50 50 50 50 50 50 50 50 50 30 50 48 50 50 50 50 50 50 50 40 50 50 50 50 50 50 50 50 45 50 50 44 47 50 28 50 50 33 50 22 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 25 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 40 50 50 50 50 50 50 50 50 50 50 50 20 20 50]
  [50 50 50 50 50 50 0 50 50 50 50 50 50 50 50 50 50 50 50 50 36 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 33 50 50 50 50 50 50 28 34 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 50 50 50 50 50 50 50 50 50 49 11 50 50 50 50 50 50 50 50 50 50 50 42 50 50 50 4 50 50 50 50 50 48 50 50 50 50 50 50 50 50 50 50 50 50 50 30 50 50 50 50 50 50 50 50 50 34 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 20 50 50 39 50 50 50 50 50 50 50 50 50 50 50]
  [50 50 50 50 46 50 50 0 32 13 50 39 50 50 50 50 50 50 50 50 50 28 45 14 50 50 43 40 50 50 50 50 50 26 50 22 40 50 50 19 50 18 50 50 50 50 50 50 11 50 50 50 28 50 50 50 50 50 50 43 50 50 50 50 50 50 50 35 50 50 50 50 50 50 15 50 50 50 9 50 24 50 50 50 50 50 50 50 50 50 50 50 50 50 50 28 50 50 50 47 50 50 50 33 42 37 50 50 50 50 50 50 50 44 50 50 50 50 50 25 50 50 50 50 50 50 50 50 50 50 50 17 50 50 21 50 50 43 50 50 50 50 50 50 50 36 50 50 50 50]
  [50 50 50 50 50 50 50 32 0 25 50 50 50 23 50 50 50 50 50 34 50 35 50 37 50 50 36 50 50 43 50 44 50 8 50 14 25 50 50 31 50 50 50 50 50 50 50 50 22 50 50 50 9 50 50 50 50 50 50 14 34 50 50 50 50 50 50 7 39 50 50 50 50 50 18 50 50 50 23 50 32 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 34 50 50 50 50 50 50 35 28 50 50 50 50 50 37 50 47 44 50 50 46 50 11 50 50 50 50 50 50 50 50 50 50 50 49 50 50 50 50 50 50 50 50 50 50 50 25 50 50 50 50 50 50]
  [50 50 50 50 37 50 50 13 25 0 50 49 50 41 50 50 50 50 50 50 50 17 50 12 50 50 48 50 50 50 50 50 50 18 50 12 28 50 50 28 50 27 50 50 50 50 50 50 6 50 50 50 25 50 50 50 50 50 50 38 50 50 50 50 50 50 50 30 50 50 50 50 50 50 16 50 50 50 7 50 13 46 50 50 50 50 50 50 50 50 50 50 50 50 50 30 50 50 50 39 50 50 50 44 46 25 50 50 50 50 50 50 50 50 50 50 50 50 50 24 50 50 50 50 50 50 50 50 50 50 50 27 50 50 31 50 50 50 50 50 50 50 50 49 50 41 50 50 50 50]
