K=4;
N=40;
P=[1432 659 1483 497];
R=[39 39 46 35];
A=[6 5 5 3];
C=[33 41 34 38];
M=[
  [0 50 43 28 46 50 50 35 50 36 50 50 42 50 23 29 50 50 25 50 46 16 50 23 50 50 18 50 50 38 50 50 7 26 50 45 32 9 50 43]
  [50 0 45 50 50 25 50 50 10 50 13 21 50 19 50 50 50 50 50 50 44 50 50 50 14 50 50 50 27 50 41 50 50 50 31 50 50 50 50 50]
  [43 45 0 42 48 20 50 50 49 36 36 50 42 38 48 50 50 50 40 40 4 27 50 45 49 50 26 50 19 50 50 50 43 46 32 50 38 45 50 50]
  [28 50 42 0 18 50 50 50 50 50 50 50 50 50 9 50 50 50 3 50 43 28 50 7 50 50 32 50 50 50 50 50 21 50 50 50 7 37 50 50]
  [46 50 48 18 0 50 50 50 50 50 50 50 50 50 26 50 50 50 20 50 47 43 50 24 50 50 46 50 50 50 50 50 39 50 50 50 14 50 50 50]
  [50 25 20 50 50 0 50 50 29 46 18 34 50 23 50 50 50 50 50 43 19 46 50 50 30 50 45 50 7 50 48 50 50 50 24 50 50 50 50 50]
  [50 50 50 50 50 50 0 34 50 34 50 50 28 50 50 33 25 43 50 34 50 50 16 50 50 46 50 16 50 32 50 37 50 32 50 13 50 49 19 37]
  [35 50 50 50 50 50 34 0 50 39 50 50 39 50 50 8 46 50 50 50 50 44 38 50 50 50 43 22 50 3 50 50 42 22 50 26 50 27 45 9]
  [50 10 49 50 50 29 50 50 0 50 23 31 50 29 50 50 50 50 50 50 47 50 50 50 4 50 50 50 33 50 50 50 50 50 40 50 50 50 50 50]
  [36 50 36 50 50 46 34 39 50 0 49 50 7 45 50 32 19 42 50 14 40 28 21 50 50 50 25 40 39 39 48 44 42 17 33 23 50 31 25 47]
  [50 13 36 50 50 18 50 50 23 49 0 16 50 7 50 50 50 47 50 42 37 50 50 50 26 50 50 50 18 50 33 50 50 50 18 50 50 50 50 50]
  [50 21 50 50 50 34 50 50 31 50 16 0 50 11 50 50 48 37 50 42 50 50 50 50 36 50 50 50 31 50 20 48 50 50 21 50 50 50 50 50]
  [42 50 42 50 50 50 28 39 50 7 50 50 0 46 50 33 12 37 50 11 47 36 13 50 50 50 32 36 43 39 45 37 49 20 34 19 50 36 18 46]
  [50 19 38 50 50 23 50 50 29 45 7 11 46 0 50 50 45 40 50 36 39 50 50 50 33 50 50 50 20 50 26 50 50 50 13 50 50 50 50 50]
  [23 50 48 9 26 50 50 50 50 50 50 50 50 50 0 50 50 50 10 50 49 29 50 3 50 50 32 50 50 50 50 50 16 48 50 50 16 32 50 50]
  [29 50 50 50 50 50 33 8 50 32 50 50 33 50 50 0 42 50 50 44 50 37 35 50 50 50 35 25 50 10 50 50 36 15 50 23 50 20 42 17]
  [50 50 50 50 50 50 25 46 50 19 50 48 12 45 50 42 0 25 50 11 50 48 10 50 50 39 44 38 47 46 37 25 50 31 33 22 50 48 8 50]
  [50 50 50 50 50 50 43 50 50 42 47 37 37 40 50 50 25 0 50 29 50 50 33 50 50 21 50 50 50 50 18 11 50 50 34 46 50 50 26 50]
  [25 50 40 3 20 50 50 50 50 50 50 50 50 50 10 50 50 50 0 50 40 25 50 7 50 50 29 50 50 50 50 50 18 49 50 50 7 34 50 50]
  [50 50 40 50 50 43 34 50 50 14 42 42 11 36 50 44 11 29 50 0 44 41 19 50 50 46 37 45 36 49 35 32 50 30 24 28 50 45 19 50]
  [46 44 4 43 47 19 50 50 47 40 37 50 47 39 49 50 50 50 40 44 0 30 50 46 47 50 30 50 19 50 50 50 45 50 35 50 38 49 50 50]
  [16 50 27 28 43 46 50 44 50 28 50 50 36 50 29 37 48 50 25 41 30 0 48 27 50 50 4 50 43 46 50 50 17 27 48 45 29 19 50 50]
  [50 50 50 50 50 50 16 38 50 21 50 50 13 50 50 35 10 33 50 19 50 48 0 50 50 43 44 28 50 37 46 30 50 26 42 13 50 44 8 44]
  [23 50 45 7 24 50 50 50 50 50 50 50 50 50 3 50 50 50 7 50 46 27 50 0 50 50 31 50 50 50 50 50 16 48 50 50 13 33 50 50]
  [50 14 49 50 50 30 50 50 4 50 26 36 50 33 50 50 50 50 50 50 47 50 50 50 0 50 50 50 34 50 50 50 50 50 43 50 50 50 50 50]
  [50 50 50 50 50 50 46 50 50 50 50 50 50 50 50 50 39 21 50 46 50 50 43 50 50 0 50 50 50 50 36 14 50 50 50 50 50 50 35 50]
  [18 50 26 32 46 45 50 43 50 25 50 50 32 50 32 35 44 50 29 37 30 4 44 31 50 50 0 50 41 45 50 50 20 24 45 42 32 19 50 50]
  [50 50 50 50 50 50 16 22 50 40 50 50 36 50 50 25 38 50 50 45 50 50 28 50 50 50 50 0 50 19 50 50 50 31 50 17 50 44 33 22]
  [50 27 19 50 50 7 50 50 33 39 18 31 43 20 50 50 47 50 50 36 19 43 50 50 34 50 41 50 0 50 43 50 50 50 18 50 50 50 50 50]
  [38 50 50 50 50 50 32 3 50 39 50 50 39 50 50 10 46 50 50 49 50 46 37 50 50 50 45 19 50 0 50 50 45 23 50 24 50 29 44 8]
  [50 41 50 50 50 48 50 50 50 48 33 20 45 26 50 50 37 18 50 35 50 50 46 50 50 36 50 50 43 50 0 29 50 50 26 50 50 50 41 50]
  [50 50 50 50 50 50 37 50 50 44 50 48 37 50 50 50 25 11 50 32 50 50 30 50 50 14 50 50 50 50 29 0 50 50 43 42 50 50 22 50]
  [7 50 43 21 39 50 50 42 50 42 50 50 49 50 16 36 50 50 18 50 45 17 50 16 50 50 20 50 50 45 50 50 0 33 50 50 25 17 50 49]
  [26 50 46 50 50 50 32 22 50 17 50 50 20 50 48 15 31 50 49 30 50 27 26 48 50 50 24 31 50 23 50 50 33 0 50 19 50 18 34 31]
  [50 31 32 50 50 24 50 50 40 33 18 21 34 13 50 50 33 34 50 24 35 48 42 50 43 50 45 50 18 50 26 43 50 50 0 50 50 50 40 50]
  [45 50 50 50 50 50 13 26 50 23 50 50 19 50 50 23 22 46 50 28 50 45 13 50 50 50 42 17 50 24 50 42 50 19 50 0 50 36 20 31]
  [32 50 38 7 14 50 50 50 50 50 50 50 50 50 16 50 50 50 7 50 38 29 50 13 50 50 32 50 50 50 50 50 25 50 50 50 0 40 50 50]
