K=4;
N=40;
P=[593 1541 1509 591];
R=[33 48 46 34];
A=[5 6 6 5];
C=[36 45 44 40];
M=[
  [0 46 50 31 50 50 49 50 2 50 25 50 11 50 50 23 50 5 50 50 49 37 26 50 10 50 50 50 26 40 50 30 42 10 50 50 38 32 42 1]
  [46 0 50 15 50 50 9 50 44 50 35 46 46 50 50 26 36 44 50 50 50 50 20 50 44 43 50 47 30 39 50 21 36 47 39 50 46 14 17 47]
  [50 50 0 50 50 25 42 37 50 50 50 5 50 34 50 50 25 50 46 40 50 50 50 50 50 28 48 14 50 50 49 50 50 50 17 50 50 50 45 50]
  [31 15 50 0 50 50 20 50 28 50 23 50 32 50 50 12 43 29 50 50 50 50 5 50 30 49 50 50 17 34 50 10 33 32 50 50 39 2 19 32]
  [50 50 50 50 0 50 50 50 50 39 50 50 47 48 35 50 50 50 28 40 12 29 50 17 48 46 50 50 50 30 44 50 33 48 50 24 24 50 50 50]
  [50 50 25 50 50 0 50 12 50 50 50 24 50 10 50 50 26 50 29 18 50 50 50 50 50 22 24 16 50 49 24 50 46 50 40 50 50 50 50 50]
  [49 9 42 20 50 50 0 50 47 50 42 37 48 50 50 33 27 46 50 50 50 50 24 50 45 34 50 38 37 34 50 28 30 48 32 50 42 18 11 50]
  [50 50 37 50 50 12 50 0 50 50 50 36 50 10 50 50 36 50 29 15 50 50 50 50 50 29 12 28 50 50 15 50 50 50 50 50 50 50 50 50]
  [2 44 50 28 50 50 47 50 0 50 24 50 11 50 50 21 50 4 50 50 49 37 24 50 10 50 50 50 24 39 50 28 41 10 50 50 37 30 40 3]
  [50 50 50 50 39 50 50 50 50 0 50 50 50 50 9 50 50 50 50 50 31 30 50 46 50 50 50 50 50 50 50 50 50 50 50 19 50 50 50 50]
  [25 35 50 23 50 50 42 50 24 50 0 50 34 50 50 11 50 27 50 50 50 50 21 50 31 50 50 50 5 50 50 14 50 33 50 50 50 25 41 25]
  [50 46 5 50 50 24 37 36 50 50 50 0 50 32 50 50 20 50 43 38 50 50 50 50 50 24 48 11 50 50 47 50 45 50 16 50 50 50 40 50]
  [11 46 50 32 47 50 48 50 11 50 34 50 0 50 47 28 50 7 50 50 38 27 28 50 3 50 50 50 33 31 50 35 34 2 50 50 28 33 39 12]
  [50 50 34 50 48 10 50 10 50 50 50 32 50 0 50 50 28 50 21 8 50 50 50 45 50 20 18 22 50 44 15 50 42 50 47 50 49 50 50 50]
  [50 50 50 50 35 50 50 50 50 9 50 50 47 50 0 50 50 50 50 50 25 21 50 45 49 50 50 50 50 50 50 50 50 48 50 20 44 50 50 50]
  [23 26 50 12 50 50 33 50 21 50 11 50 28 50 50 0 50 23 50 50 50 50 10 50 26 50 50 50 7 41 50 7 41 28 50 50 44 14 30 23]
  [50 36 25 43 50 26 27 36 50 50 50 20 50 28 50 50 0 50 28 29 50 50 45 50 50 8 45 14 50 30 41 50 25 50 28 50 38 41 25 50]
  [5 44 50 29 50 50 46 50 4 50 27 50 7 50 50 23 50 0 50 50 45 33 24 50 5 50 50 50 27 36 50 30 38 5 50 50 33 30 39 6]
  [50 50 46 50 28 29 50 29 50 50 50 43 50 21 50 50 28 50 0 13 38 50 50 29 50 20 31 33 50 28 22 50 27 50 50 50 31 50 42 50]
  [50 50 40 50 40 18 50 15 50 50 50 38 50 8 50 50 29 50 13 0 50 50 50 37 50 21 19 27 50 39 12 50 38 50 50 50 44 50 49 50]
  [49 50 50 50 12 50 50 50 49 31 50 50 38 50 25 50 50 45 38 50 0 17 50 27 40 50 50 50 50 30 50 50 35 40 50 21 22 50 50 50]
  [37 50 50 50 29 50 50 50 37 30 50 50 27 50 21 50 50 33 50 50 17 0 50 44 29 50 50 50 50 35 50 50 39 28 50 31 26 50 50 37]
  [26 20 50 5 50 50 24 50 24 50 21 50 28 50 50 10 45 24 50 50 50 50 0 50 25 50 50 50 16 33 50 11 32 27 50 50 36 6 21 27]
  [50 50 50 50 17 50 50 50 50 46 50 50 50 45 45 50 50 50 29 37 27 44 50 0 50 50 45 50 50 43 36 50 45 50 50 27 39 50 50 50]
  [10 44 50 30 48 50 45 50 10 50 31 50 3 50 49 26 50 5 50 50 40 29 25 50 0 50 50 50 30 31 50 32 33 3 50 50 28 30 37 11]
  [50 43 28 49 46 22 34 29 50 50 50 24 50 20 50 50 8 50 20 21 50 50 50 50 50 0 38 15 50 29 33 50 25 50 35 50 37 47 30 50]
  [50 50 48 50 50 24 50 12 50 50 50 48 50 18 50 50 45 50 31 19 50 50 50 45 50 38 0 39 50 50 10 50 50 50 50 50 50 50 50 50]
  [50 47 14 50 50 16 38 28 50 50 50 11 50 22 50 50 14 50 33 27 50 50 50 50 50 15 39 0 50 43 37 50 39 50 25 50 50 50 38 50]
  [26 30 50 17 50 50 37 50 24 50 5 50 33 50 50 7 50 27 50 50 50 50 16 50 30 50 50 50 0 48 50 9 47 32 50 50 50 20 36 26]
  [40 39 50 34 30 49 34 50 39 50 50 50 31 44 50 41 30 36 28 39 30 35 33 43 31 29 50 43 48 0 49 43 5 33 50 50 9 33 23 41]
  [50 50 49 50 44 24 50 15 50 50 50 47 50 15 50 50 41 50 22 12 50 50 50 36 50 33 10 37 50 49 0 50 48 50 50 50 50 50 50 50]
