K=3;
N=25;
P=[520 196 1354];
R=[34 27 39];
A=[3 3 5];
C=[36 57 27];
M=[
  [0 29 43 50 20 39 12 18 21 48 50 43 48 46 50 44 40 35 39 36 16 50 17 15 25]
  [29 0 50 50 42 50 20 46 37 36 50 43 50 41 50 46 50 50 27 50 43 50 12 36 37]
  [43 50 0 50 34 39 50 28 50 50 15 50 6 50 11 50 49 29 50 38 33 50 50 38 46]
  [50 50 50 0 39 21 50 50 50 48 50 30 50 35 50 26 18 31 49 23 50 25 50 44 35]
  [20 42 34 39 0 19 31 25 40 45 49 33 37 38 41 32 22 15 38 16 26 37 30 6 12]
  [39 50 39 21 19 0 49 42 50 47 50 29 39 35 40 26 10 11 44 3 45 29 46 25 20]
  [12 20 50 50 31 49 0 28 19 47 50 47 50 48 50 49 48 45 37 46 24 50 11 25 32]
  [18 46 28 50 25 42 28 0 22 50 39 50 34 50 39 50 47 33 50 39 5 50 35 23 35]
  [21 37 50 50 40 50 19 22 0 50 50 50 50 50 50 50 50 50 50 50 17 50 30 35 46]
  [48 36 50 48 45 47 47 50 50 0 50 18 50 12 50 23 37 50 10 45 50 23 36 43 33]
  [50 50 15 50 49 50 50 39 50 50 0 50 15 50 16 50 50 43 50 50 44 50 50 50 50]
  [43 43 50 30 33 29 47 50 50 18 50 0 50 6 50 5 19 38 19 29 50 8 38 33 21]
  [48 50 6 50 37 39 50 34 50 50 15 50 0 50 6 50 49 29 50 38 39 50 50 41 48]
  [46 41 50 35 38 35 48 50 50 12 50 6 50 0 50 10 25 43 16 35 50 11 38 37 25]
  [50 50 11 50 41 40 50 39 50 50 16 50 6 50 0 50 50 31 50 40 44 50 50 45 50]
  [44 46 50 26 32 26 49 50 50 23 50 5 50 10 50 0 16 35 24 26 50 5 41 33 21]
  [40 50 49 18 22 10 48 47 50 37 50 19 49 25 50 16 0 20 35 11 49 19 43 26 16]
  [35 50 29 31 15 11 45 33 50 50 43 38 29 43 31 35 20 0 49 10 37 39 45 21 22]
  [39 27 50 49 38 44 37 50 50 10 50 19 50 16 50 24 35 49 0 42 50 26 27 35 27]
  [36 50 38 23 16 3 46 39 50 45 50 29 38 35 40 26 11 10 42 0 42 29 43 22 17]
  [16 43 33 50 26 45 24 5 17 50 44 50 39 50 44 50 49 37 50 42 0 50 32 24 36]
  [50 50 50 25 37 29 50 50 50 23 50 8 50 11 50 5 19 39 26 29 50 0 45 38 26]
  [17 12 50 50 30 46 11 35 30 36 50 38 50 38 50 41 43 45 27 43 32 45 0 24 27]
  [15 36 38 44 6 25 25 23 35 43 50 33 41 37 45 33 26 21 35 22 24 38 24 0 12]
  [25 37 46 35 12 20 32 35 46 33 50 21 48 25 50 21 16 22 27 17 36 26 27 12 0]
];
