K=5;
N=80;
P=[183 422 544 194 177];
R=[25 25 38 27 25];
A=[3 3 3 3 2];
C=[54 34 47 56 57];
M=[
  [0 50 21 47 50 50 41 43 35 50 50 50 50 50 50 45 49 50 50 50 50 30 50 50 27 50 50 27 50 50 41 50 50 43 50 17 50 50 24 38 50 50 41 50 50 28 50 27 27 20 50 50 50 34 34 50 50 50 41 9 50 50 28 50 50 50 50 38 50 50 50 50 22 50 50 50 50 50 50 50]
  [50 0 50 37 50 40 36 50 39 50 50 24 22 18 50 50 50 46 34 50 50 50 50 31 50 50 50 50 50 39 50 46 23 50 50 50 50 31 50 50 50 17 50 26 25 50 25 50 50 50 50 24 50 50 50 8 7 50 50 50 50 2 50 50 8 43 43 50 44 47 50 44 50 40 39 39 50 50 50 50]
  [21 50 0 50 47 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 9 50 50 18 50 50 47 50 50 48 50 50 50 50 25 50 50 40 50 50 50 40 50 50 48 50 8 6 7 50 50 50 50 13 50 50 50 50 27 50 50 31 50 50 50 50 23 50 50 50 50 41 50 50 50 50 50 50 42]
  [47 37 50 0 50 50 33 50 16 50 50 28 50 39 18 24 29 36 34 50 50 50 50 50 50 50 50 30 50 39 50 50 35 17 50 50 50 50 38 31 50 39 50 50 50 29 50 50 50 50 30 36 35 25 50 45 43 50 48 43 50 38 50 50 42 50 50 50 50 44 37 50 33 50 50 50 50 49 50 50]
  [50 50 47 50 0 50 50 26 50 34 5 50 50 50 50 50 50 50 50 3 50 45 50 50 29 50 34 50 18 50 25 50 50 50 50 50 50 50 43 50 50 50 12 50 50 50 50 50 46 50 50 50 50 50 50 50 50 41 50 47 50 50 24 50 50 50 50 50 50 50 50 44 49 50 50 50 50 50 50 10]
  [50 40 50 50 50 0 50 50 50 50 50 50 36 50 50 50 50 47 37 50 50 50 50 50 50 50 50 50 50 36 50 27 50 50 50 50 50 50 50 50 50 28 50 23 32 50 15 50 50 50 50 50 50 50 50 41 42 50 50 50 50 39 50 50 44 9 25 50 50 40 50 50 50 50 5 17 50 50 50 50]
  [41 36 50 33 50 50 0 26 19 42 50 13 50 22 50 50 50 50 50 50 50 50 50 43 49 50 25 44 46 50 26 50 15 44 44 50 50 26 17 50 50 50 40 50 50 43 50 50 50 50 50 15 50 45 50 39 37 50 50 32 50 38 33 50 35 50 50 50 49 50 50 25 18 50 50 50 50 50 50 50]
  [43 50 50 50 26 50 26 0 41 25 24 36 50 41 50 50 50 50 50 25 50 50 50 50 35 50 11 50 21 50 2 50 35 50 37 50 50 34 23 50 50 50 17 50 50 50 50 50 50 50 50 34 50 50 50 50 50 49 50 35 50 50 18 50 50 50 50 50 50 50 50 22 29 50 50 50 50 50 50 34]
  [35 39 50 16 50 50 19 41 0 50 50 20 50 33 33 32 38 50 48 50 50 50 50 50 50 50 43 28 50 50 41 50 27 26 50 45 50 42 22 34 50 47 50 50 50 27 50 50 50 50 46 28 45 27 50 45 44 50 50 29 50 41 42 50 42 50 50 50 50 50 50 44 17 50 50 50 50 50 50 50]
  [50 50 50 50 34 50 42 25 50 0 29 48 50 45 50 50 50 50 50 31 50 50 50 43 50 50 18 50 16 50 26 50 43 50 18 50 50 32 47 50 50 50 34 50 50 50 50 50 50 50 50 42 50 50 50 50 50 30 50 50 50 50 42 50 50 50 50 50 36 50 50 19 50 46 50 50 50 50 50 44]
