K=3;
N=25;
P=[518 1411 164];
R=[30 48 18];
A=[4 5 3];
C=[39 29 40];
M=[
  [0 47 10 27 22 45 31 45 28 48 50 16 12 17 42 19 25 27 48 41 9 28 50 47 36]
  [47 0 46 50 50 50 34 37 38 50 4 50 50 35 44 50 35 50 48 50 42 50 50 30 48]
  [10 46 0 17 16 36 37 36 36 39 47 20 9 22 32 16 31 21 50 31 4 22 50 40 26]
  [27 50 17 0 12 20 50 29 50 21 50 31 19 38 21 19 47 14 50 13 20 17 50 36 13]
  [22 50 16 12 0 24 50 40 50 30 50 21 11 37 33 7 46 5 50 23 19 7 50 46 25]
  [45 50 36 20 24 0 50 39 50 13 50 44 35 50 30 30 50 20 50 12 40 22 50 48 23]
  [31 34 37 50 50 50 0 50 4 50 38 44 42 15 50 50 6 50 20 50 33 50 30 50 50]
  [45 37 36 29 40 39 50 0 50 29 35 50 44 45 10 47 50 43 50 27 36 46 50 8 18]
  [28 38 36 50 50 50 4 50 0 50 42 41 40 14 50 48 5 50 20 50 32 50 31 50 50]
  [48 50 39 21 30 13 50 29 50 0 50 50 40 50 20 38 50 29 50 8 41 31 50 38 16]
  [50 4 47 50 50 50 38 35 42 50 0 50 50 38 43 50 38 50 50 50 44 50 50 28 47]
  [16 50 20 31 21 44 44 50 41 50 50 0 12 31 50 14 38 24 50 44 22 23 50 50 43]
  [12 50 9 19 11 35 42 44 40 40 50 12 0 28 38 7 37 16 50 32 12 16 50 48 31]
  [17 35 22 38 37 50 15 45 14 50 38 31 28 0 46 35 9 43 34 50 18 44 44 45 43]
  [42 44 32 21 33 30 50 10 50 20 43 50 38 46 0 40 50 35 50 17 33 37 50 18 9]
  [19 50 16 19 7 30 50 47 48 38 50 14 7 35 40 0 44 10 50 31 19 10 50 50 32]
  [25 35 31 47 46 50 6 50 5 50 38 38 37 9 50 44 0 50 25 50 27 50 35 50 50]
  [27 50 21 14 5 20 50 43 50 29 50 24 16 43 35 10 50 0 50 23 25 2 50 50 27]
  [48 48 50 50 50 50 20 50 20 50 50 50 50 34 50 50 25 50 0 50 50 50 10 50 50]
  [41 50 31 13 23 12 50 27 50 8 50 44 32 50 17 31 50 23 50 0 33 25 50 35 11]
  [9 42 4 20 19 40 33 36 32 41 44 22 12 18 33 19 27 25 50 33 0 26 50 39 28]
  [28 50 22 17 7 22 50 46 50 31 50 23 16 44 37 10 50 2 50 25 26 0 50 50 29]
  [50 50 50 50 50 50 30 50 31 50 50 50 50 44 50 50 35 50 10 50 50 50 0 50 50]
  [47 30 40 36 46 48 50 8 50 38 28 50 48 45 18 50 50 50 50 35 39 50 50 0 25]
  [36 48 26 13 25 23 50 18 50 16 47 43 31 43 9 32 50 27 50 11 28 29 50 25 0]
];
