K=5;
N=80;
P=[171 130 201 669 543];
R=[20 15 28 42 39];
A=[3 2 3 5 3];
C=[41 30 51 61 51];
M=[
  [0 50 50 32 40 25 50 50 50 22 50 50 50 38 24 46 24 50 50 41 50 42 50 50 50 16 50 37 50 50 50 50 50 50 50 24 50 50 50 11 50 25 50 50 50 43 33 50 50 47 50 47 50 50 50 50 50 26 50 50 50 36 50 40 50 50 50 50 49 9 50 47 50 16 50 24 45 12 50 50]
  [50 0 50 50 50 50 50 50 50 50 37 47 50 50 50 46 50 50 50 36 50 43 28 21 50 50 43 50 50 39 50 50 19 50 50 50 50 50 50 50 6 50 27 50 38 50 50 23 50 45 50 50 24 50 11 50 50 50 50 50 50 45 50 50 36 8 50 50 50 50 50 50 50 50 50 50 33 50 50 50]
  [50 50 0 50 50 50 50 50 50 50 50 50 10 50 50 50 50 50 23 50 50 50 50 50 38 50 50 50 50 50 50 50 50 39 50 50 2 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 33 50 50 50 50 45 50 17 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50]
  [32 50 50 0 28 35 50 50 50 32 50 47 50 50 50 50 38 50 50 26 50 15 50 37 50 34 50 6 50 50 50 50 50 50 50 39 50 31 50 41 50 13 38 50 50 50 5 41 36 50 50 50 34 50 50 50 50 12 50 50 50 13 50 13 50 50 50 34 26 33 28 50 49 31 50 37 36 39 37 50]
  [40 50 50 28 0 24 50 22 50 23 50 50 50 50 50 50 28 50 50 50 44 42 50 50 50 50 50 28 50 50 46 50 50 50 50 50 50 23 50 43 50 38 50 38 50 39 23 50 18 50 50 50 50 46 50 50 50 38 50 46 50 41 50 19 50 50 50 48 15 34 31 50 21 49 50 26 50 50 19 50]
  [25 50 50 35 24 0 50 34 50 3 50 50 50 50 47 50 4 50 50 50 42 50 50 50 50 40 50 39 50 50 50 50 50 50 50 48 50 46 50 23 50 38 50 50 50 22 33 50 41 50 50 50 50 50 50 50 50 39 50 50 50 46 50 35 50 50 50 50 37 16 50 50 29 39 50 3 50 36 43 50]
  [50 50 50 50 50 50 0 33 50 50 50 50 50 50 50 50 50 50 50 50 9 50 50 50 50 50 50 50 50 50 21 50 50 50 50 50 50 50 50 50 50 50 50 50 50 35 50 50 50 50 9 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 32 50 50 50 50 50 50 13]
  [50 50 50 50 22 34 33 0 50 35 50 50 50 50 50 50 37 50 50 50 25 50 50 50 50 50 50 50 50 50 24 49 50 50 50 50 50 36 50 50 50 50 50 34 50 36 45 50 25 50 33 50 50 33 50 50 47 50 50 39 50 50 50 40 50 50 50 50 31 49 47 50 5 50 50 36 50 50 25 36]
  [50 50 50 50 50 50 50 50 0 50 27 31 50 50 50 50 50 23 50 50 50 50 31 50 50 50 44 50 26 17 50 50 50 50 27 50 50 50 19 50 50 50 46 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 16 50 31 50 50 50 25 50 29 46 50 50 50 50 50 50 7 50 50 50 50 50]
  [22 50 50 32 23 3 50 35 50 0 50 50 50 50 45 50 6 50 50 50 45 47 50 50 50 37 50 36 50 50 50 50 50 50 50 46 50 45 50 22 50 35 50 50 50 26 30 50 41 50 50 50 50 50 50 50 50 35 50 50 50 43 50 33 50 50 50 50 36 14 50 50 31 36 50 5 50 34 42 50]
  [50 37 50 50 50 50 50 50 27 50 0 12 50 50 50 50 50 41 50 46 50 40 10 30 50 50 48 48 45 14 50 50 50 48 42 50 50 50 44 50 43 50 20 50 50 50 50 46 50 50 50 50 36 50 35 50 50 50 17 50 40 45 50 50 3 39 31 25 50 50 43 50 50 50 23 50 50 50 50 50]
  [50 47 50 47 50 50 50 50 31 50 12 0 50 50 50 50 50 50 50 48 50 37 21 35 50 50 50 42 41 24 50 50 50 36 50 50 50 44 43 50 50 50 24 50 50 50 48 50 50 50 50 50 40 50 47 50 50 50 16 50 33 43 50 45 15 47 23 15 49 50 33 50 50 50 25 50 50 50 50 50]
  [50 50 10 50 50 50 50 50 50 50 50 50 0 50 50 50 50 50 19 50 50 50 50 50 39 50 50 50 50 50 50 47 50 45 50 50 10 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 27 50 50 50 50 50 50 25 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50]
  [38 50 50 50 50 50 50 50 50 50 50 50 50 0 14 42 50 50 50 50 50 50 50 50 50 31 50 50 50 50 50 50 50 50 50 29 50 50 50 37 50 50 50 50 50 50 50 50 50 43 50 38 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 45 50 31 50 34 50 50 50 26 50 50]
  [24 50 50 50 50 47 50 50 50 45 50 50 50 14 0 36 45 50 50 47 50 50 50 50 50 17 50 50 50 50 50 50 50 50 50 17 50 50 50 26 50 39 50 50 46 50 50 50 50 37 50 34 50 50 50 50 50 40 50 50 50 49 50 50 50 50 50 50 50 32 50 30 50 20 50 46 45 12 50 50]
  [46 46 50 50 50 50 50 50 50 50 50 50 50 42 36 0 50 50 50 29 50 44 50 41 50 31 50 50 50 50 50 50 30 50 50 23 50 50 50 50 44 38 50 50 10 50 50 25 50 1 50 6 36 50 50 50 50 39 50 50 50 40 50 50 50 38 50 50 50 50 50 15 50 31 50 50 20 38 50 50]
