nCameras=50;
nCrossings=100;
prices=[6 19 50 31 18 31 15 5 35 35 21 4 30 35 29 10 43 33 8 32 49 18 49 39 11 48 13 41 17 3 17 33 33 1 49 28 47 32 33 22 22 44 31 34 33 13 33 5 5 21];
ranges=[4 39 5 18 14 17 6 30 19 38 9 49 31 38 46 19 30 24 12 44 42 6 23 17 32 3 1 22 27 5 36 26 26 25 37 33 21 29 7 22 34 37 38 19 49 36 27 49 42 38];
autonomies=[5 5 3 2 6 4 3 5 6 3 3 3 5 6 6 3 4 6 4 4 4 5 3 2 5 2 5 6 6 6 3 6 2 4 3 5 4 6 5 4 2 6 3 5 3 4 3 5 3 2];
consumptions=[25 24 18 37 46 38 20 8 32 6 39 20 31 44 43 23 5 25 6 16 40 14 3 18 49 30 18 44 10 10 29 23 20 42 39 13 34 43 16 47 34 13 40 45 49 10 1 2 15 22];
minRanges=[
	[0 22 16 17 9 29 39 13 20 17 13 10 39 39 14 16 47 23 3 41 15 26 8 45 34 16 48 29 30 6 3 38 37 35 34 2 2 46 27 24 12 19 11 3 46 44 4 38 16 22 50 3 9 46 37 30 38 11 14 28 13 12 37 44 4 10 5 7 31 26 37 8 14 29 33 44 24 47 43 12 32 42 33 27 50 36 5 4 25 18 30 34 33 44 20 45 6 26 17 24]
	[39 0 47 49 6 50 24 45 46 42 47 37 45 40 26 34 44 41 19 10 9 27 47 14 21 9 20 1 43 22 42 16 8 18 31 6 39 46 22 31 36 1 31 8 26 18 42 27 32 2 18 28 22 5 11 40 12 37 6 8 12 43 32 35 3 47 8 29 19 6 46 9 38 6 49 39 38 27 15 49 28 7 39 50 8 39 7 36 11 39 45 30 6 33 20 4 16 42 20 42]
	[31 22 0 34 35 19 12 2 4 50 40 23 45 26 33 46 3 21 41 46 16 12 30 1 50 20 11 47 24 49 22 32 22 28 17 15 28 29 26 21 38 22 17 36 45 39 35 18 1 45 46 8 24 45 37 9 21 8 1 40 36 20 44 23 38 35 45 2 22 48 38 8 29 12 45 1 33 17 22 14 20 36 18 22 29 39 6 10 14 14 32 36 19 38 45 14 46 31 31 13]
	[28 19 18 0 36 4 6 21 11 41 7 28 33 49 20 8 49 26 2 36 50 28 13 9 30 30 32 46 12 25 10 19 23 39 43 38 6 24 12 32 22 50 37 13 24 45 3 3 19 18 26 37 25 25 43 39 21 14 36 24 47 18 10 30 50 23 29 8 23 23 7 43 36 45 28 30 45 35 11 21 10 19 17 2 8 16 43 34 3 8 1 48 31 21 26 43 9 31 44 17]
	[12 24 29 14 0 2 18 36 50 5 34 28 45 19 28 49 23 37 27 8 23 17 43 18 1 3 8 9 9 30 8 23 31 30 37 15 35 5 1 49 13 31 47 45 31 46 46 35 32 1 14 34 35 27 34 44 6 32 8 38 29 19 40 9 23 30 11 38 41 21 38 17 11 2 21 5 50 43 38 5 26 29 14 7 40 47 10 13 20 14 45 20 45 17 43 2 30 31 9 1]
	[46 45 30 5 44 0 12 39 36 21 21 34 15 49 35 15 6 5 17 35 33 44 36 4 48 2 46 13 32 14 10 2 26 4 31 36 13 41 38 39 32 31 29 17 44 20 9 18 27 8 20 31 22 44 28 42 32 16 50 5 17 35 6 10 40 24 42 50 32 46 30 30 35 25 15 24 38 18 3 6 8 41 2 8 38 19 14 8 7 19 5 6 37 2 43 44 12 42 9 25]
	[33 25 28 5 10 4 0 14 7 40 2 3 40 31 23 44 4 11 10 15 43 18 21 7 44 31 23 21 13 46 27 39 28 12 2 22 23 14 7 41 14 17 4 21 31 1 43 16 1 42 3 22 38 25 25 21 26 1 19 7 43 14 11 39 32 50 21 49 39 9 1 20 12 40 32 47 45 8 5 16 7 46 23 44 2 35 41 49 31 2 1 26 46 21 15 1 22 1 13 49]
	[40 12 49 24 17 22 35 0 13 20 30 13 23 16 2 31 50 6 3 46 14 42 50 45 11 30 30 31 15 16 45 9 19 45 39 44 35 36 44 32 8 46 13 44 42 42 12 33 18 36 36 24 46 22 42 20 21 47 28 3 19 18 46 46 44 16 29 33 17 36 18 31 7 27 39 34 43 48 29 24 15 27 20 4 48 17 43 6 32 30 7 36 15 4 26 8 11 30 12 39]
	[33 30 46 29 3 13 34 26 0 24 33 8 40 19 39 30 10 48 22 50 6 12 9 43 27 4 50 37 4 7 41 38 4 32 24 48 9 10 33 47 34 13 38 26 17 47 50 41 25 7 41 34 25 31 45 44 13 49 27 21 42 16 6 12 20 46 25 33 27 20 27 39 40 49 2 25 35 39 10 24 28 29 20 17 28 11 10 45 10 8 40 2 33 4 42 10 16 37 35 19]
	[43 7 29 48 25 33 41 4 18 0 38 50 9 14 47 10 2 47 26 36 27 30 49 21 18 30 37 17 7 27 47 37 33 10 15 41 2 27 36 11 32 41 43 4 37 35 49 15 29 45 14 4 48 34 34 22 41 38 3 44 39 45 28 34 21 29 6 12 36 22 39 17 31 20 12 13 24 23 12 12 50 9 23 34 11 15 11 50 1 19 11 49 30 29 29 43 4 12 5 27]
	[49 43 10 33 6 37 20 1 12 26 0 38 23 30 31 12 45 8 40 48 44 45 15 25 10 20 33 26 28 15 13 40 5 2 14 25 13 12 45 49 10 50 39 19 45 8 12 46 38 48 45 17 41 32 16 6 50 17 12 18 25 33 18 39 25 38 29 34 14 5 8 15 34 41 45 4 38 5 11 7 1 28 17 40 31 9 28 1 8 3 30 17 24 24 20 43 37 43 4 37]
	[17 41 21 20 39 4 29 49 28 31 14 0 48 10 28 3 9 21 41 47 39 17 20 16 21 31 7 34 23 9 12 47 39 30 13 39 42 30 13 35 6 11 38 43 1 40 31 19 33 45 4 26 27 46 50 50 21 18 33 23 4 3 31 44 25 4 10 39 50 1 18 21 3 35 10 17 13 26 18 6 5 15 48 48 9 27 35 36 36 38 5 38 18 11 49 1 29 40 6 35]
	[33 31 13 13 5 22 15 24 36 49 24 35 0 49 3 8 11 28 37 20 9 5 9 35 25 5 49 29 29 13 19 39 12 3 47 19 16 13 27 50 12 24 24 31 26 27 37 9 8 3 7 2 26 42 13 47 16 30 10 9 37 33 34 30 19 50 49 26 33 46 20 24 32 7 39 34 1 25 48 6 10 28 30 25 49 44 3 25 22 9 31 7 20 15 13 35 28 39 15 29]
	[1 25 23 14 42 37 9 24 14 18 11 14 48 0 21 30 34 17 26 32 30 31 12 49 15 20 35 10 12 18 33 18 43 20 27 39 41 21 4 31 11 50 34 5 31 31 7 49 50 49 25 28 47 22 20 42 30 43 7 37 8 36 3 33 32 48 8 46 20 46 11 39 31 27 15 19 31 1 49 29 18 17 15 6 40 32 26 44 2 20 29 16 27 19 18 14 22 25 40 35]
	[2 34 26 41 40 14 5 38 36 14 50 14 49 19 0 5 28 47 40 10 32 11 33 8 43 23 47 21 50 10 7 26 29 32 6 16 50 47 46 35 36 23 42 38 19 33 17 14 50 1 21 46 39 21 24 5 19 9 32 28 15 10 42 11 20 4 36 37 9 50 28 48 9 38 4 43 19 18 27 23 48 3 32 20 42 48 39 37 3 9 26 27 16 12 17 22 6 25 34 26]
	[37 29 31 20 8 11 48 23 49 8 47 50 3 41 3 0 33 31 39 35 16 20 7 28 1 43 12 19 38 33 41 30 2 13 4 10 46 1 2 21 35 30 50 28 2 37 27 8 12 7 23 45 43 12 33 43 31 3 21 16 36 44 36 22 39 24 30 47 33 17 25 46 45 5 48 9 41 7 39 33 26 26 47 30 10 37 46 14 6 3 9 11 14 25 31 29 38 11 19 21]
	[42 31 27 4 18 1 32 29 29 11 11 37 5 27 27 27 0 47 45 18 8 44 9 9 10 45 29 40 46 24 18 7 42 4 19 7 12 20 20 20 28 13 33 36 16 6 34 50 10 29 23 25 28 37 48 19 45 33 16 9 30 8 12 20 30 36 13 18 3 41 46 10 7 50 46 33 9 37 23 37 35 48 39 49 21 1 46 2 3 49 2 15 35 38 2 47 36 34 39 14]
	[16 4 41 6 10 13 40 39 23 38 29 42 33 24 24 10 42 0 26 40 1 13 15 31 2 29 43 9 10 26 8 23 21 26 17 35 12 7 35 1 50 7 23 21 5 40 33 29 50 7 13 18 37 39 35 12 8 22 48 26 11 12 36 21 46 26 30 1 10 43 41 46 48 45 39 37 36 17 32 16 44 23 12 7 31 9 6 23 42 15 1 39 1 39 13 6 43 13 3 36]
	[22 43 6 10 4 3 50 15 2 19 37 4 8 41 15 41 49 31 0 1 11 2 39 23 1 33 36 11 39 6 35 48 32 36 24 34 26 9 6 26 9 38 41 24 33 18 42 5 19 15 7 8 44 29 46 3 22 17 31 42 34 16 1 46 1 9 14 26 28 35 48 23 18 12 6 30 49 37 16 10 32 36 9 4 47 48 8 42 22 34 20 39 14 10 22 49 39 44 4 36]
