K=50;
N=100;
P=[37 11 16 30 17 46 35 29 11 26 27 32 1 42 50 35 26 28 14 29 38 42 4 37 18 19 17 49 19 2 25 9 41 48 37 27 20 2 14 12 27 39 39 38 44 50 1 44 34 40];
R=[40 6 17 1 4 42 38 43 29 34 12 19 33 24 8 22 28 15 12 46 31 48 4 17 21 44 29 30 21 47 37 22 9 19 45 45 23 13 11 40 1 44 20 19 8 12 25 1 49 38];
A=[4 3 4 6 3 5 5 4 2 5 6 4 2 6 2 4 3 6 4 5 5 5 5 3 5 6 6 4 6 2 5 2 3 6 3 2 3 5 6 6 5 2 3 4 6 3 3 5 3 6];
C=[13 46 24 19 46 41 15 25 3 25 33 25 23 26 40 37 40 33 39 21 29 47 5 21 10 44 4 35 21 5 8 39 8 10 41 21 37 7 24 37 22 45 45 23 43 15 16 33 7 10];
M=[
	[0 24 11 36 15 3 41 30 18 15 29 10 22 8 23 15 16 47 47 43 28 21 48 29 13 1 6 15 21 5 12 44 46 24 46 32 28 13 24 19 23 11 6 12 10 17 12 27 5 26 49 17 33 12 50 20 45 35 35 27 50 30 20 4 18 36 16 30 38 10 30 49 19 37 2 2 42 38 24 24 43 16 34 47 37 9 14 19 26 6 34 22 31 50 22 37 20 30 7 18]
	[32 0 37 33 2 27 45 31 14 10 9 15 45 26 2 45 9 32 11 1 10 30 35 37 31 35 45 28 38 47 4 43 46 31 9 8 39 38 35 15 37 48 22 37 23 32 5 29 45 17 46 2 7 49 50 2 12 42 33 36 32 8 30 46 46 3 4 13 33 8 19 24 37 41 6 11 4 36 3 22 15 32 3 3 24 41 40 5 18 21 37 40 44 18 7 8 12 38 37 29]
	[22 30 0 22 15 48 26 16 14 39 10 41 5 32 4 39 23 25 41 48 37 36 34 21 14 8 20 11 15 8 16 24 32 27 49 14 20 15 22 15 16 6 9 47 39 25 16 11 40 8 21 15 37 21 15 6 48 21 9 19 39 12 1 29 15 43 28 39 44 19 43 14 15 20 5 45 21 12 39 8 22 33 30 47 15 25 48 34 10 47 25 29 21 21 49 46 15 12 30 1]
	[24 40 41 0 49 7 23 16 26 22 50 8 25 48 40 48 45 44 2 33 10 16 13 43 9 32 14 8 5 38 28 34 13 48 24 13 48 10 46 21 46 24 8 34 14 14 43 9 6 38 15 4 47 1 11 38 24 34 42 41 30 34 50 2 30 47 34 30 40 4 31 27 12 3 26 46 1 35 35 49 2 41 20 50 22 10 23 27 33 6 17 34 11 25 25 9 36 36 31 37]
	[49 19 20 40 0 39 47 40 50 6 50 38 20 13 25 36 44 10 37 43 25 1 5 10 16 12 48 40 43 24 47 34 39 33 47 8 12 28 44 16 15 39 6 36 10 17 13 41 35 48 36 29 16 12 50 38 29 16 10 49 23 29 20 23 3 26 43 36 30 19 40 24 13 17 32 42 41 29 6 33 48 43 40 6 49 17 3 3 7 6 13 23 35 37 20 35 41 1 30 29]
	[37 12 2 27 50 0 17 13 28 9 9 33 1 50 38 3 12 30 46 27 22 17 34 39 38 26 8 36 6 14 31 19 37 39 46 37 1 26 11 46 26 15 48 9 47 50 9 47 1 26 12 33 28 45 17 19 24 11 40 18 45 25 7 42 31 38 6 35 17 21 11 44 6 6 26 2 16 17 1 24 37 31 19 7 3 34 15 37 4 19 7 24 26 4 5 34 41 11 22 26]
	[27 35 47 40 12 28 0 47 23 34 17 48 2 5 32 29 31 11 3 36 12 48 8 19 29 4 3 48 16 30 31 11 45 43 4 17 27 26 15 12 28 4 33 49 22 29 8 42 19 42 3 29 37 12 28 23 34 23 14 41 29 45 36 43 38 18 28 10 42 25 13 20 31 40 28 8 10 20 5 43 39 8 12 23 7 22 48 44 5 50 19 40 10 47 12 19 16 46 31 43]
	[19 14 45 19 28 49 49 0 48 46 17 22 6 47 43 5 4 18 26 11 28 34 40 47 24 3 7 46 31 14 18 41 29 32 1 36 11 11 38 43 29 21 4 50 44 29 26 37 42 2 38 31 26 3 41 47 21 29 12 40 25 9 1 30 46 39 12 28 20 34 35 31 33 44 25 18 43 19 33 22 16 32 22 6 24 20 27 16 3 3 4 38 16 38 37 37 22 34 23 18]
	[22 15 17 25 33 12 43 16 0 45 49 43 12 36 1 4 18 22 4 13 35 39 32 24 2 21 28 19 6 33 29 32 13 47 49 38 32 19 5 48 37 7 2 21 29 28 37 44 5 2 32 49 5 40 7 46 46 27 20 24 29 38 7 12 32 44 40 49 8 50 24 3 30 1 47 30 34 9 33 33 13 13 50 20 35 45 49 50 37 39 49 46 14 30 16 17 9 5 11 45]
	[29 26 26 28 28 11 44 9 11 0 36 24 8 17 17 46 46 31 42 6 22 3 37 48 15 7 13 20 2 43 29 22 38 10 39 28 39 7 41 46 19 11 9 44 30 1 38 28 23 7 12 32 3 43 33 32 36 42 43 32 50 12 17 35 43 42 4 6 8 14 46 16 18 26 46 31 14 11 2 50 28 8 37 14 43 20 50 41 47 42 37 4 34 28 10 43 41 6 22 8]
