nCameras=50;
nCrossings=100;
prices=[50 2 27 41 4 1 30 1 29 8 20 37 37 24 35 11 36 30 12 20 42 15 19 22 45 48 31 6 27 19 42 30 28 45 30 45 23 33 19 5 22 48 21 7 26 24 32 37 8 43];
ranges=[26 25 48 12 21 27 20 22 33 16 6 24 17 32 40 24 12 38 20 20 7 12 37 48 40 22 45 4 10 20 8 17 12 35 43 42 26 19 47 29 30 30 4 10 28 31 18 33 23 5];
autonomies=[2 3 2 6 3 5 4 3 3 6 5 2 2 3 2 6 6 2 3 4 2 5 2 3 2 3 5 3 2 3 4 4 4 3 5 4 2 2 3 6 4 3 3 4 6 2 5 3 5 5];
consumptions=[39 11 40 30 4 49 32 32 28 11 35 23 23 37 1 28 17 19 49 20 39 5 26 8 50 8 9 37 24 12 5 15 8 4 48 49 3 44 46 21 27 7 33 28 19 2 15 26 25 25];
minRanges=[
	[0 35 24 16 22 25 19 37 49 4 6 33 26 9 28 25 6 24 9 44 3 14 40 18 12 6 47 19 24 8 32 45 27 19 36 41 23 7 47 13 15 40 33 42 22 12 15 34 39 15 37 14 47 32 50 5 28 37 40 35 13 46 40 16 9 22 17 33 6 36 25 31 2 50 1 29 27 16 34 20 48 9 20 49 45 37 48 32 28 2 49 28 15 15 50 6 41 31 39 14]
	[46 0 6 1 22 44 25 39 47 7 41 33 29 7 11 2 4 32 21 31 8 20 20 34 39 40 50 47 22 48 7 5 43 46 14 27 15 44 49 28 35 43 50 38 8 49 21 46 25 48 16 9 43 26 40 21 50 8 21 34 10 4 21 18 37 17 42 7 18 43 6 38 39 10 31 12 47 40 15 22 7 41 31 44 34 10 46 41 30 7 38 5 4 27 25 26 18 45 40 46]
	[37 25 0 2 5 2 28 32 33 33 18 48 25 27 32 37 34 10 36 1 22 25 29 9 26 44 48 3 38 42 9 46 12 11 22 42 31 17 17 2 15 4 10 5 50 35 24 21 7 7 43 14 4 17 4 37 6 36 38 43 47 40 34 48 50 9 25 1 27 47 2 19 15 38 48 34 9 50 10 38 1 33 31 42 27 8 42 23 1 13 50 35 43 39 10 50 15 40 38 39]
	[8 38 44 0 46 41 3 49 3 2 44 29 10 10 6 17 38 32 4 29 44 37 33 14 35 16 5 43 11 1 4 23 37 9 25 40 1 10 4 16 4 30 1 32 1 4 19 18 40 20 16 49 44 49 18 32 50 5 9 46 44 35 29 16 49 40 23 45 18 42 25 35 11 40 26 43 15 15 12 44 24 23 24 32 19 50 29 20 30 4 24 5 29 36 6 22 20 37 33 22]
	[33 12 48 27 0 40 13 45 19 27 15 48 30 47 15 18 11 12 42 44 1 44 22 21 12 29 3 19 18 30 3 19 43 18 28 30 15 27 47 1 22 33 24 14 7 36 7 28 44 13 48 28 39 11 36 25 10 48 11 15 43 16 29 21 2 3 31 37 20 23 40 24 46 6 44 20 35 38 26 3 26 18 40 30 26 45 13 18 41 22 43 5 40 7 38 24 18 38 22 48]
	[49 29 29 17 34 0 35 18 37 47 8 47 14 44 10 21 49 41 20 12 40 47 16 42 12 41 3 15 1 41 22 32 36 36 34 50 15 37 23 35 27 9 47 43 47 20 14 11 7 4 8 13 48 43 41 49 14 13 23 22 8 1 42 5 8 37 7 15 26 4 35 34 19 17 47 13 10 32 25 7 4 34 20 36 35 24 26 23 47 50 9 7 21 26 45 27 8 21 8 37]
	[32 48 24 9 35 31 0 37 21 10 4 35 29 50 21 5 17 8 18 21 12 10 3 29 10 16 24 17 1 28 5 38 22 16 26 19 1 45 11 20 33 37 38 4 1 35 7 50 44 12 16 41 21 17 49 28 20 28 9 8 19 13 44 18 30 22 36 32 42 26 32 37 30 31 15 36 19 34 26 21 37 42 17 19 20 14 22 6 6 4 2 24 44 17 40 32 46 11 9 47]
	[28 5 40 2 6 32 31 0 12 26 8 39 13 5 39 45 50 33 31 38 39 17 16 43 31 48 42 30 35 45 43 48 19 37 3 22 32 49 39 17 30 4 43 46 32 8 48 38 31 14 42 33 10 10 49 39 8 10 10 20 38 15 10 30 29 4 15 43 8 34 24 18 40 22 27 40 27 48 10 21 15 24 30 25 22 27 24 35 19 17 46 33 46 37 26 27 19 21 47 36]
	[9 31 23 17 30 29 48 31 0 48 49 13 25 24 39 34 22 10 14 23 16 20 35 29 19 46 46 12 3 37 44 39 43 20 15 44 4 16 12 40 43 12 24 43 43 14 22 10 50 21 43 41 47 41 40 15 21 20 33 1 38 35 32 47 28 43 26 1 41 10 46 50 24 8 4 42 10 10 44 3 33 30 18 32 31 32 12 42 1 15 48 7 36 10 35 15 32 49 10 16]
	[45 47 11 33 4 16 27 34 40 0 16 3 42 1 6 14 40 43 44 36 5 19 33 5 11 14 26 13 11 6 35 26 44 10 14 2 41 24 12 43 30 35 49 32 25 49 5 22 5 20 22 35 21 23 45 4 10 44 9 26 36 25 20 32 6 36 13 6 4 26 7 41 25 14 40 12 20 42 27 39 49 28 3 6 10 43 28 7 12 28 24 29 12 48 15 27 40 27 19 13]
	[33 38 48 38 18 2 30 17 26 48 0 41 50 18 48 42 27 15 34 33 27 42 19 42 46 26 41 42 29 19 47 16 19 2 41 13 2 16 10 11 1 42 24 38 9 48 10 42 38 21 38 19 37 39 16 35 40 2 17 22 3 15 26 29 23 9 6 38 27 15 26 43 50 37 28 42 42 3 7 40 4 20 40 32 40 20 44 7 30 37 25 37 40 27 27 45 33 36 2 5]
	[44 46 18 24 34 37 21 7 3 33 47 0 37 37 21 49 28 48 19 28 8 50 20 26 21 18 15 28 28 14 17 42 29 49 25 12 18 48 33 12 9 26 43 33 2 31 24 33 33 8 33 44 10 43 21 15 3 39 44 17 1 40 49 17 6 25 6 10 29 32 50 24 28 31 21 41 43 24 7 27 16 38 18 12 14 20 12 2 21 16 11 27 14 32 28 17 7 35 21 17]
	[30 38 35 29 4 43 18 43 35 5 48 15 0 39 25 45 39 45 38 49 38 9 6 28 40 19 21 34 33 9 23 48 38 48 15 31 12 35 33 18 14 27 25 27 43 34 25 34 8 17 13 3 4 47 17 14 19 33 42 34 13 44 13 35 21 6 31 49 26 31 47 48 32 44 13 11 34 41 30 34 41 3 34 10 13 33 37 28 3 44 20 30 18 4 7 10 49 24 42 47]
